index,name,actives,date,credits_all,deposits_all,income,owner,group.x,group.y,status,rating,groups,y
568,ЕКСПРЕС-БАНК,3004145,1072011,1499912,2277213,9534,"Василь 
Хмельницький",3,ukraine,NA,74,2,203
569,ЕКСПРЕС-БАНК,3029528,1072010,1557288,2480529,5610,"Василь 
Хмельницький",3,ukraine,NA,74,2,203
570,ЕКСПРЕС-БАНК,2521015,1012013,1395481,1625928,45790,"Василь 
Хмельницький",4,ukraine,NA,74,2,203
571,ЕКСПРЕС-БАНК,2660779,1012012,1431612,2089484,27537,"Василь 
Хмельницький",4,ukraine,NA,74,2,203
572,ЕКСПРЕС-БАНК,2707983,1012009,1735146,2073932,51265,"Василь 
Хмельницький",3,ukraine,NA,74,2,203
573,ЕКСПРЕС-БАНК,3062981,1012011,1339856,2584439,2212,"Василь 
Хмельницький",3,ukraine,NA,74,2,203
574,ЕКСПРЕС-БАНК,2508196,1072013,997692,1668495,4774,"Василь 
Хмельницький",4,ukraine,NA,74,2,203
575,ЕНЕРГОБАНК,1754735,1072011,1062639,1057632,-34864,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
576,ЕНЕРГОБАНК,1175952,1012010,993959,606041,1502,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
577,ЕНЕРГОБАНК,2039319,1072014,1144081,1532128,177,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
578,ЕНЕРГОБАНК,1773594,1012011,1104686,972232,-46901,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
579,ЕНЕРГОБАНК,2142852.81,1012014,1233860.42,1546662,3343,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
580,ЕНЕРГОБАНК,1897998,1072012,1155102,1137150,-27844,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
581,ЕНЕРГОБАНК,1231534,1012009,1036945,799453,14360,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
582,ЕНЕРГОБАНК,1443903,1072010,1069695,780367,-26258,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
583,ЕНЕРГОБАНК,1816641,1012012,1096586,1168617,-35032,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
584,ЕНЕРГОБАНК,1735240,1012013,1251574,1334534,-29966,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
585,ЕНЕРГОБАНК,2183106,1072013,1354246,1425513,853,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
586,ЕНЕРГОБАНК,1214876,1072009,970688,731865,3306,"Анатолій 
Данілицький (Росія)",4,russia,NA,95,2,103
587,ЕРДЕ,793168,1072010,223967,298240,1987,ліквідовано,4,ukraine,insolvent,107,6,13
588,ЕРДЕ,2255086,1012012,748605,723587,9992,ліквідовано,4,ukraine,insolvent,107,6,13
589,ЕРДЕ,1221595,1012010,169131,142072,4079,ліквідовано,4,ukraine,insolvent,107,6,13
590,ЕРДЕ,300184,1012009,134815,125830,3228,ліквідовано,4,ukraine,insolvent,107,6,13
591,ЕРДЕ,337804,1072009,157046,134470,192,ліквідовано,4,ukraine,insolvent,107,6,13
592,ЕРДЕ,1244822,1012011,405562,408987,4603,ліквідовано,4,ukraine,insolvent,107,6,13
593,ЕРДЕ,2566226,1072012,761528,816063,2011,ліквідовано,4,ukraine,insolvent,107,6,13
594,ЕРДЕ,2032242,1072011,617044,626806,349,ліквідовано,4,ukraine,insolvent,107,6,13
595,ЕРСТЕ,10005837,1012012,5129418,1916339,-171992,NA,2,NA,NA,26,2,207
596,ЕРСТЕ,9831912,1012011,5383411,1433213,-133794,NA,2,NA,NA,26,2,207
597,ЕРСТЕ,11029912,1012009,6691383,491218,1791,NA,2,NA,NA,26,2,207
598,ЕРСТЕ,8487134,1012010,6066840,975708,-345726,NA,2,NA,NA,26,2,207
599,ЕРСТЕ,9839839,1072012,3659828,2090365,-51247,NA,2,NA,NA,26,2,207
600,ЕРСТЕ,8032675,1012013,3590745,2910255,-449390,NA,2,NA,NA,26,2,207
601,ЕРСТЕ,10197931,1072009,6197608,794766,-343168,NA,2,NA,NA,26,2,207
602,ЕРСТЕ,9999287,1072010,5647572,1143899,-143958,NA,2,NA,NA,26,2,207
603,ЕРСТЕ,11200582,1072011,5236443,2237860,-4707,NA,2,NA,NA,26,2,207
604,ЄВРОБАНК,151266,1012009,85083,108730,172,"Олександр
 Адаріч ",4,ukraine,NA,136,6,10
605,ЄВРОБАНК,415087,1012010,269458,269523,522,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
606,ЄВРОБАНК,1241474,1072012,529013,931465,123,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
607,ЄВРОБАНК,1038370,1012012,412263,694033,148,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
608,ЄВРОБАНК,1667480,1072014,818525,1411454,99,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
609,ЄВРОБАНК,462833,1072010,323753,345231,69,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
610,ЄВРОБАНК,1311791.82,1012014,729299.3,1017818,-1124,"Олександр 
Адаріч ",4,ukraine,NA,136,6,10
611,ЄВРОБАНК,1616291,1072013,698501,1247375,-347,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
612,ЄВРОБАНК,767238,1072011,515749,604326,124,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
613,ЄВРОБАНК,186961,1072009,88694,122932,219,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
614,ЄВРОБАНК,1387303,1012013,545270,1027654,8795,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
615,ЄВРОБАНК,751628,1012011,474855,533200,170,"Олександр Адаріч 
",4,ukraine,NA,136,6,10
616,ЄВРОГАЗБАНК,338990,1012009,210415,134635,2754,"Олексій 
Івченко",4,ukraine,insolvent,78,6,16
617,ЄВРОГАЗБАНК,3656294.68,1012014,1576044.48,2074836,1904,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
618,ЄВРОГАЗБАНК,2738182,1072014,1894100,1920139,456,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
619,ЄВРОГАЗБАНК,2557559,1072010,368320,458893,229,"Олексій 
Івченко",4,ukraine,insolvent,78,6,16
620,ЄВРОГАЗБАНК,3276569,1072012,879870,1208151,726,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
621,ЄВРОГАЗБАНК,2185335,1012010,313511,290591,625,"Олексій 
Івченко",4,ukraine,insolvent,78,6,16
622,ЄВРОГАЗБАНК,3632838,1072011,617515,842198,336,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
623,ЄВРОГАЗБАНК,2720305,1012013,996269,1426375,2642,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
624,ЄВРОГАЗБАНК,409159,1072009,250864,177577,118,"Олексій 
Івченко",4,ukraine,insolvent,78,6,16
625,ЄВРОГАЗБАНК,2982023,1012012,696098,1101444,1045,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
626,ЄВРОГАЗБАНК,2479116,1012011,379372,627680,767,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
627,ЄВРОГАЗБАНК,3254899,1072013,1282408,1685274,958,"Олексій 
Івченко",3,ukraine,insolvent,78,6,16
628,ЄВРОПЕЙСЬКИЙ,2200784,1012009,1505855,1324541,620,NA,3,NA,insolvent,84,5,196
629,ЄВРОПЕЙСЬКИЙ,1886932,1072009,1543385,956644,-141411,NA,3,NA,insolvent,84,5,196
630,"ЄВРОПЕЙСЬКИЙ
 РАЦІОН.ФІНАНС.",249682,1012013,206618,57115,810,NA,4,NA,NA,211,2,147
631,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",290975,1012011,259731,90784,1129,NA,4,NA,NA,211,2,147
632,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",231050,1012012,237682,38152,-1335,NA,4,NA,NA,211,2,147
633,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",248885,1012010,239412,45035,1037,NA,4,NA,NA,211,2,147
634,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",283310,1012009,184542,51020,1898,NA,4,NA,NA,211,2,147
635,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",308656,1072009,229004,100559,-740,NA,4,NA,NA,211,2,147
636,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",253834,1072010,236999,60854,-3130,NA,4,NA,NA,211,2,147
637,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",219164,1072012,179102,33100,-7880,NA,4,NA,NA,211,2,147
638,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",326023,1072013,296604,121479,-1576,NA,4,NA,NA,211,2,147
639,"ЄВРОПЕЙСЬКИЙ 
РАЦІОН.ФІНАНС.",308778,1072011,259924,104691,1042,NA,4,NA,NA,211,2,147
640,ЄВРОПРОМБАНК,108524,1012009,81331,26047,282,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
641,ЄВРОПРОМБАНК,578191,1012013,494891,398605,2079,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
642,ЄВРОПРОМБАНК,866827.02,1012014,689124.83,650071,2651,"Ольга 
Орлова, Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
643,ЄВРОПРОМБАНК,118411,1072009,102678,38445,360,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
644,ЄВРОПРОМБАНК,347652,1072010,260651,165500,528,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
645,ЄВРОПРОМБАНК,198535,1012010,147207,91107,1007,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
646,ЄВРОПРОМБАНК,514412,1072012,415638,329270,850,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
647,ЄВРОПРОМБАНК,456211,1012012,377389,292895,1771,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
648,ЄВРОПРОМБАНК,874405,1072014,795343,697269,1209,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
649,ЄВРОПРОМБАНК,506798,1072011,384453,276279,625,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
650,ЄВРОПРОМБАНК,479469,1012011,375287,250619,1509,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
651,ЄВРОПРОМБАНК,714221,1072013,635918,546704,1270,"Ольга Орлова, 
Наталія Орлова, Володимир Орлов",4,regionals,NA,179,6,17
652,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",1105310,1012011,1095991,572408,894,NA,4,NA,NA,133,4,210
653,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",1026026,1012010,1058615,601027,8119,NA,4,NA,NA,133,4,210
654,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",1485519,1072010,1311515,757906,7856,NA,4,NA,NA,133,4,210
655,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",694774,1072013,619995,394455,15826,NA,4,NA,NA,133,4,210
656,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",673215,1012013,609405,365898,510,NA,4,NA,NA,133,4,210
657,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",1010217,1012012,1116842,692354,61,NA,4,NA,NA,133,4,210
658,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",835420,1072011,989333,301316,-13401,NA,4,NA,NA,133,4,210
659,"ЄКАТЕРИНОСЛАВСЬКИЙ 
КОМЕРЦІЙНИЙ",733836,1072012,649087,377926,1398,NA,4,NA,NA,133,4,210
660,ЗАХІДІНКОМБАНК,794335,1012010,1026101,550759,-119275,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
661,ЗАХІДІНКОМБАНК,588055,1072014,424440,406967,-174973,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
662,ЗАХІДІНКОМБАНК,785866.31,1012014,582301.31,540935,38,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
663,ЗАХІДІНКОМБАНК,880694,1012011,1216433,566146,94,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
664,ЗАХІДІНКОМБАНК,747710,1072010,1053560,496815,3407,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
665,ЗАХІДІНКОМБАНК,824934,1012013,605397,569424,229,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
666,ЗАХІДІНКОМБАНК,795553,1012012,986852,536903,925,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
667,ЗАХІДІНКОМБАНК,863515,1072009,1093026,653032,-81765,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
668,ЗАХІДІНКОМБАНК,807912,1072013,589658,550862,19,"Арсен Іванющенко
 (нещодавно заявив про вихід зу)",4,regionals,insolvent,141,5,229
669,ЗАХІДІНКОМБАНК,908690,1072012,676994,636275,116,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
670,ЗАХІДІНКОМБАНК,1321307,1012009,1298784,993378,22719,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
671,ЗАХІДІНКОМБАНК,843479,1072011,1065960,570658,558,"Арсен 
Іванющенко (нещодавно заявив про вихід 
зу)",4,regionals,insolvent,141,5,229
672,ЗЕМЕЛЬНИЙ,809560,1072009,552482,347868,2246,ліквідовано,4,liquidated,insolvent,142,5,211
673,ЗЕМЕЛЬНИЙ,896090,1012010,659310,434630,1174,ліквідовано,4,liquidated,insolvent,142,5,211
674,ЗЕМЕЛЬНИЙ,985331,1012009,587057,561766,8506,ліквідовано,4,liquidated,insolvent,142,5,211
675,ЗЕМЕЛЬНИЙ,657007,1072010,723192,279436,-84237,ліквідовано,4,liquidated,insolvent,142,5,211
676,"ЗЕМЕЛЬНИЙ
 КАПІТАЛ",218637,1072013,108533,56481,33,"Олександр Мазуренко, Олег 
Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
677,ЗЕМЕЛЬНИЙ КАПІТАЛ,227553,1012012,119160,101788,76,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
678,ЗЕМЕЛЬНИЙ КАПІТАЛ,95385,1012010,62200,26133,224,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
679,ЗЕМЕЛЬНИЙ КАПІТАЛ,87709,1012009,70205,31783,87,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
680,ЗЕМЕЛЬНИЙ КАПІТАЛ,96301,1072010,58438,27747,146,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
681,ЗЕМЕЛЬНИЙ КАПІТАЛ,107819,1072011,75441,38546,36,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
682,ЗЕМЕЛЬНИЙ КАПІТАЛ,295578,1072014,179650,125531,-871,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
683,ЗЕМЕЛЬНИЙ КАПІТАЛ,231633,1012013,121325,69666,79,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
684,ЗЕМЕЛЬНИЙ КАПІТАЛ,110007,1012011,66474,41301,225,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
685,ЗЕМЕЛЬНИЙ КАПІТАЛ,84505,1072009,59684,16926,59,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
686,"ЗЕМЕЛЬНИЙ 
КАПІТАЛ",303995.41,1012014,203090.93,136157,81,"Олександр Мазуренко, 
Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
687,ЗЕМЕЛЬНИЙ КАПІТАЛ,227002,1072012,127992,101276,33,"Олександр 
Мазуренко, Олег Стеблянко, Тамара Цикова (мати дружини Павла 
Лазаренка)",4,ukraine,NA,226,3,42
688,ЗЛАТОБАНК,7585945.39,1012014,6112341.35,5394434,1783,"Леонід 
Юрушев ",2,regionals,NA,54,3,12
689,ЗЛАТОБАНК,871687,1012009,756656,702661,832,"Леонід Юрушев 
",4,regionals,NA,54,3,12
690,ЗЛАТОБАНК,1548441,1012010,1295819,826913,3776,"Леонід Юрушев 
",4,regionals,NA,54,3,12
691,ЗЛАТОБАНК,1671027,1072010,1443568,959290,1964,"Леонід Юрушев 
",4,regionals,NA,54,3,12
692,ЗЛАТОБАНК,2513686,1072011,2045568,1444664,912,"Леонід Юрушев 
",4,regionals,NA,54,3,12
693,ЗЛАТОБАНК,4131065,1072012,3058212,2332482,720,"Леонід Юрушев 
",3,regionals,NA,54,3,12
694,ЗЛАТОБАНК,3232988,1012012,2544694,1845769,1237,"Леонід Юрушев 
",3,regionals,NA,54,3,12
695,ЗЛАТОБАНК,5226132,1012013,4015464,3590951,1243,"Леонід Юрушев 
",3,regionals,NA,54,3,12
696,ЗЛАТОБАНК,2080928,1012011,1682206,1133560,146,"Леонід Юрушев 
",4,regionals,NA,54,3,12
697,ЗЛАТОБАНК,6877635,1072013,5417145,4184982,636,"Леонід Юрушев 
",3,regionals,NA,54,3,12
698,ЗЛАТОБАНК,7909409,1072014,7160848,5237925,3294,"Леонід Юрушев 
",2,regionals,NA,54,3,12
699,ЗЛАТОБАНК,1179195,1072009,1110692,910289,1145,"Леонід Юрушев 
",4,regionals,NA,54,3,12
700,ЗОЛОТІ ВОРОТА,1369764,1012012,1294572,1136443,1026,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
701,ЗОЛОТІ ВОРОТА,1095890,1012011,990936,948629,-22801,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
702,ЗОЛОТІ ВОРОТА,1540231,1072013,1301005,1301365,1191,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
703,ЗОЛОТІ ВОРОТА,1404372,1012013,1129420,1166226,1880,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
704,ЗОЛОТІ ВОРОТА,1308638,1072012,1108401,1029060,1094,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
705,ЗОЛОТІ ВОРОТА,1270479,1072011,1082802,1117739,485,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
706,ЗОЛОТІ ВОРОТА,924719,1072009,831308,697939,890,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
707,ЗОЛОТІ ВОРОТА,1006725,1072010,877273,833162,-22420,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
708,ЗОЛОТІ ВОРОТА,917944,1072014,828066,693994,-24291,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
709,"ЗОЛОТІ 
ВОРОТА",1650113.01,1012014,1347981.56,1381120,2432,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
710,ЗОЛОТІ ВОРОТА,946158,1012010,859708,725450,-18552,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
711,ЗОЛОТІ ВОРОТА,1011996,1012009,902692,790285,2439,"Михайло 
Добкін",4,regionals,insolvent,115,2,192
712,ІДЕЯ,2866522.49,1012014,2247615.92,1969439,8927,"група фізичних 
осіб (Польща)",4,world,NA,83,4,89
713,ІДЕЯ,2832395,1072014,2149517,2124351,9510,"група фізичних осіб 
(Польща)",4,world,NA,83,4,89
714,ІДЕЯ,1480729,1012012,1150772,1010792,6523,"група фізичних осіб 
(Польща)",4,world,NA,83,4,89
715,ІДЕЯ,2259929,1012013,1628337,1658214,8001,"група фізичних осіб 
(Польща)",4,world,NA,83,4,89
716,ІДЕЯ,2405438,1072013,1901046,1816521,2793,"група фізичних осіб 
(Польща)",4,world,NA,83,4,89
717,ІДЕЯ,1656960,1072012,1340625,1342573,645,"група фізичних осіб 
(Польща)",4,world,NA,83,4,89
718,ІНВЕСТИЦІЙНО-ТРАСТОВИЙ,195765,1072014,77178,60645,7352,"Віталій 
Захарченко",4,regionals,NA,225,4,166
719,ІНВЕСТИЦІЙНО-ТРАСТОВИЙ,187512.63,1012014,79926.47,60072,-1614,"Віталій
 Захарченко",4,regionals,NA,225,4,166
720,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",2688101.52,1012014,1772781.52,1723036,2448,"Степан Івахів, 
Сергій Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
721,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",1179860,1012010,835097,433787,3296,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
722,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",1110645,1072010,868765,465663,1220,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
723,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",1602341,1012011,1153506,885687,2709,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
724,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",2904315,1072014,2557806,2350652,1437,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
725,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",1785343,1072011,1187512,924510,1823,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
726,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",1064526,1012009,681622,519226,13427,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
727,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",2361851,1012012,1523014,1523078,2137,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
728,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",1254355,1072009,838675,470554,8474,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
729,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",2217406,1072012,1486958,1495479,2517,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
730,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",2416828,1072013,1728032,1585950,994,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
731,"ІНВЕСТИЦІЙ ТА 
ЗАОЩАДЖЕНЬ",2756340,1012013,1603810,1596690,2603,"Степан Івахів, Сергій 
Лагур та Андрій Попов (партнери Ігоря 
Єремєєва)",4,regionals,NA,87,3,57
732,ІНПРОМБАНК,734405,1072010,747670,533143,-75489,ліквідовано,4,liquidated,NA,148,5,227
733,ІНПРОМБАНК,589579,1012010,667605,434877,-114952,ліквідовано,4,liquidated,NA,148,5,227
734,ІНПРОМБАНК,811082,1072011,961512,579398,-100276,ліквідовано,4,liquidated,NA,148,5,227
735,ІНПРОМБАНК,1064716,1012009,915052,763014,8956,ліквідовано,4,liquidated,NA,148,5,227
736,ІНПРОМБАНК,975766,1012011,855597,606044,30660,ліквідовано,4,liquidated,NA,148,5,227
737,ІНПРОМБАНК,839868,1072009,718143,600023,192,ліквідовано,4,liquidated,NA,148,5,227
738,ІНПРОМБАНК,486280,1012012,959684,579144,-406742,ліквідовано,4,liquidated,NA,148,5,227
739,ІНТЕРКРЕДИТБАНК,446049.03,1012014,390251.68,292225,140,"Володимир
 Тугай і родина, Андрій Єфремов",4,ukraine,NA,201,4,51
740,ІНТЕРКРЕДИТБАНК,435466,1072013,359532,281941,78,"Володимир Тугай
 і родина, Андрій Єфремов",4,ukraine,NA,201,4,51
741,ІНТЕРКРЕДИТБАНК,283021,1072012,212147,152432,193,"Володимир 
Тугай і родина, Андрій Єфремов",4,ukraine,NA,201,4,51
742,ІНТЕРКРЕДИТБАНК,306265,1012013,252447,171793,26,"Володимир Тугай
 і родина, Андрій Єфремов",4,ukraine,NA,201,4,51
743,ІНТЕРКРЕДИТБАНК,469408,1072014,391337,315281,239,"Володимир 
Тугай і родина, Андрій Єфремов",4,ukraine,NA,201,4,51
744,ІНТЕРКРЕДИТБАНК,163050,1012012,158498,32843,5,"Володимир Тугай і
 родина, Андрій Єфремов",4,ukraine,NA,201,4,51
745,"КАЛІОН 
УКРАЇНА",4352781,1072009,3094199,2432481,193091,NA,2,NA,NA,46,5,195
746,"КАЛІОН 
УКРАЇНА",5250392,1012009,3750279,2842808,270819,NA,2,NA,NA,46,5,195
747,"КАЛІОН 
УКРАЇНА",4502533,1012010,3304164,2601670,258658,NA,2,NA,NA,46,5,195
748,КАМБІО,1846215,1072012,1389307,1360809,286,"Андрій Чебаненко, 
Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, Тамара 
Полянська",4,ukraine,NA,97,3,47
749,КАМБІО,1085002,1072010,819164,765707,97,"Андрій Чебаненко, 
Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, Тамара 
Полянська",4,ukraine,NA,97,3,47
750,КАМБІО,1945132,1012013,1282173,1475992,659,"Андрій Чебаненко, 
Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, Тамара 
Полянська",4,ukraine,NA,97,3,47
751,КАМБІО,1310776,1012010,962635,774036,287,"Андрій Чебаненко, 
Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, Тамара 
Полянська",4,ukraine,NA,97,3,47
752,КАМБІО,2315562.03,1012014,1519479.15,1698196,660,"Андрій 
Чебаненко, Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, 
Тамара Полянська",4,ukraine,NA,97,3,47
753,КАМБІО,902948,1072009,610712,646450,354,"Андрій Чебаненко, 
Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, Тамара 
Полянська",4,ukraine,NA,97,3,47
754,КАМБІО,1902148,1012012,1196509,1517210,942,"Андрій Чебаненко, 
Наталія Тарадайко, Олександр Тарадайко, Дмитро Тарадайко, Тамара 
Полянська",4,ukraine,NA,97,3,47
